filename,labels,type,length,aug_type
W_001\1-24-aug_5_time_reverse_None&time_warp_1.2.npz,W_001,test,70,aug_5_time_reverse_None&time_warp_1.2
W_001\1-24-aug_6_scale_0.8&mirror_None.npz,W_001,test,70,aug_6_scale_0.8&mirror_None
W_001\1-24-aug_7_jitter_0.015.npz,W_001,test,70,aug_7_jitter_0.015
W_001\1-24-aug_8_jitter_0.015.npz,W_001,test,70,aug_8_jitter_0.015
W_001\1-24-aug_9_rotate_-5&rotate_5.npz,W_001,test,70,aug_9_rotate_-5&rotate_5
W_001\1-24-original.npz,W_001,test,70,original
W_001\1-25-aug_10_rotate_5&jitter_0.025.npz,W_001,test,70,aug_10_rotate_5&jitter_0.025
W_001\1-25-aug_11_landmark_drop_0.1&scale_1.2.npz,W_001,test,70,aug_11_landmark_drop_0.1&scale_1.2
W_001\1-25-aug_12_time_warp_0.8&scale_0.8.npz,W_001,test,70,aug_12_time_warp_0.8&scale_0.8
W_001\1-25-aug_13_time_warp_0.8&landmark_drop_0.2.npz,W_001,test,70,aug_13_time_warp_0.8&landmark_drop_0.2
W_001\1-25-aug_14_rotate_5&occlusion_0.1.npz,W_001,test,70,aug_14_rotate_5&occlusion_0.1
W_001\1-25-aug_1_time_warp_1.2&mirror_None.npz,W_001,test,70,aug_1_time_warp_1.2&mirror_None
W_001\1-25-aug_2_occlusion_0.1.npz,W_001,test,70,aug_2_occlusion_0.1
W_001\1-25-aug_3_time_warp_0.8&rotate_-5.npz,W_001,test,70,aug_3_time_warp_0.8&rotate_-5
W_001\1-25-aug_4_jitter_0.015.npz,W_001,test,70,aug_4_jitter_0.015
W_001\1-25-aug_5_time_warp_1.2&mirror_None.npz,W_001,test,70,aug_5_time_warp_1.2&mirror_None
W_001\1-25-aug_6_time_warp_1.2.npz,W_001,test,70,aug_6_time_warp_1.2
W_001\1-25-aug_7_rotate_-5&occlusion_0.1.npz,W_001,test,70,aug_7_rotate_-5&occlusion_0.1
W_001\1-25-aug_8_time_reverse_None&jitter_0.015.npz,W_001,test,70,aug_8_time_reverse_None&jitter_0.015
W_001\1-25-aug_9_occlusion_0.05&scale_1.2.npz,W_001,test,70,aug_9_occlusion_0.05&scale_1.2
W_001\1-25-original.npz,W_001,test,70,original
W_001\1-26-aug_10_occlusion_0.1.npz,W_001,train,70,aug_10_occlusion_0.1
W_001\1-26-aug_11_jitter_0.025.npz,W_001,train,70,aug_11_jitter_0.025
W_001\1-26-aug_12_scale_0.8.npz,W_001,train,70,aug_12_scale_0.8
W_001\1-26-aug_13_rotate_5.npz,W_001,train,70,aug_13_rotate_5
W_001\1-26-aug_14_scale_1.2.npz,W_001,train,70,aug_14_scale_1.2
W_001\1-26-aug_1_occlusion_0.1.npz,W_001,train,70,aug_1_occlusion_0.1
W_001\1-26-aug_2_occlusion_0.1.npz,W_001,train,70,aug_2_occlusion_0.1
W_001\1-26-aug_3_mirror_None&time_warp_1.2.npz,W_001,train,70,aug_3_mirror_None&time_warp_1.2
W_001\1-26-aug_4_time_reverse_None&jitter_0.025.npz,W_001,train,70,aug_4_time_reverse_None&jitter_0.025
W_001\1-26-aug_5_scale_0.8&occlusion_0.1.npz,W_001,train,70,aug_5_scale_0.8&occlusion_0.1
W_001\1-26-aug_6_time_warp_0.8.npz,W_001,train,70,aug_6_time_warp_0.8
W_001\1-26-aug_7_landmark_drop_0.2.npz,W_001,train,70,aug_7_landmark_drop_0.2
W_001\1-26-aug_8_time_warp_0.8&landmark_drop_0.2.npz,W_001,train,70,aug_8_time_warp_0.8&landmark_drop_0.2
W_001\1-26-aug_9_occlusion_0.1.npz,W_001,train,70,aug_9_occlusion_0.1
W_001\1-26-original.npz,W_001,train,70,original
W_001\1-27-aug_10_jitter_0.025.npz,W_001,test,70,aug_10_jitter_0.025
W_001\1-27-aug_11_time_warp_0.8.npz,W_001,test,70,aug_11_time_warp_0.8
W_001\1-27-aug_12_landmark_drop_0.2.npz,W_001,test,70,aug_12_landmark_drop_0.2
W_001\1-27-aug_13_time_warp_0.8.npz,W_001,test,70,aug_13_time_warp_0.8
W_001\1-27-aug_14_scale_0.8.npz,W_001,test,70,aug_14_scale_0.8
W_001\1-27-aug_1_jitter_0.015&time_warp_1.2.npz,W_001,test,70,aug_1_jitter_0.015&time_warp_1.2
W_001\1-27-aug_2_scale_1.2.npz,W_001,test,70,aug_2_scale_1.2
W_001\1-27-aug_3_occlusion_0.1&rotate_5.npz,W_001,test,70,aug_3_occlusion_0.1&rotate_5
W_001\1-27-aug_4_time_warp_0.8.npz,W_001,test,70,aug_4_time_warp_0.8
W_001\1-27-aug_5_occlusion_0.05&landmark_drop_0.2.npz,W_001,test,70,aug_5_occlusion_0.05&landmark_drop_0.2
W_001\1-27-aug_6_occlusion_0.05&time_warp_0.8.npz,W_001,test,70,aug_6_occlusion_0.05&time_warp_0.8
W_001\1-27-aug_7_rotate_-5&mirror_None.npz,W_001,test,70,aug_7_rotate_-5&mirror_None
W_001\1-27-aug_8_time_warp_1.2&scale_0.8.npz,W_001,test,70,aug_8_time_warp_1.2&scale_0.8
W_001\1-27-aug_9_time_warp_0.8.npz,W_001,test,70,aug_9_time_warp_0.8
W_001\1-27-original.npz,W_001,test,70,original
W_001\1-28-aug_10_rotate_5.npz,W_001,train,70,aug_10_rotate_5
W_001\1-28-aug_11_mirror_None.npz,W_001,train,70,aug_11_mirror_None
W_001\1-28-aug_12_landmark_drop_0.1.npz,W_001,train,70,aug_12_landmark_drop_0.1
W_001\1-28-aug_13_scale_0.8&rotate_5.npz,W_001,train,70,aug_13_scale_0.8&rotate_5
W_001\1-28-aug_14_scale_0.8.npz,W_001,train,70,aug_14_scale_0.8
W_001\1-28-aug_1_rotate_-5&landmark_drop_0.1.npz,W_001,train,70,aug_1_rotate_-5&landmark_drop_0.1
W_001\1-28-aug_2_occlusion_0.05.npz,W_001,train,70,aug_2_occlusion_0.05
W_001\1-28-aug_3_rotate_-5.npz,W_001,train,70,aug_3_rotate_-5
W_001\1-28-aug_4_mirror_None.npz,W_001,train,70,aug_4_mirror_None
W_001\1-28-aug_5_time_warp_0.8&scale_1.2.npz,W_001,train,70,aug_5_time_warp_0.8&scale_1.2
W_001\1-28-aug_6_jitter_0.015.npz,W_001,train,70,aug_6_jitter_0.015
W_001\1-28-aug_7_occlusion_0.05&occlusion_0.1.npz,W_001,train,70,aug_7_occlusion_0.05&occlusion_0.1
W_001\1-28-aug_8_jitter_0.015&rotate_5.npz,W_001,train,70,aug_8_jitter_0.015&rotate_5
W_001\1-28-aug_9_time_reverse_None&rotate_-5.npz,W_001,train,70,aug_9_time_reverse_None&rotate_-5
W_001\1-28-original.npz,W_001,train,70,original
W_001\1-29-aug_10_landmark_drop_0.1&occlusion_0.05.npz,W_001,val,70,aug_10_landmark_drop_0.1&occlusion_0.05
W_001\1-29-aug_11_rotate_-5&landmark_drop_0.2.npz,W_001,val,70,aug_11_rotate_-5&landmark_drop_0.2
W_001\1-29-aug_12_landmark_drop_0.1&occlusion_0.05.npz,W_001,val,70,aug_12_landmark_drop_0.1&occlusion_0.05
W_001\1-29-aug_13_time_warp_1.2.npz,W_001,val,70,aug_13_time_warp_1.2
W_001\1-29-aug_14_mirror_None.npz,W_001,val,70,aug_14_mirror_None
W_001\1-29-aug_1_landmark_drop_0.1.npz,W_001,val,70,aug_1_landmark_drop_0.1
W_001\1-29-aug_2_scale_1.2.npz,W_001,val,70,aug_2_scale_1.2
W_001\1-29-aug_3_time_warp_0.8.npz,W_001,val,70,aug_3_time_warp_0.8
W_001\1-29-aug_4_scale_0.8&rotate_5.npz,W_001,val,70,aug_4_scale_0.8&rotate_5
W_001\1-29-aug_5_mirror_None&time_warp_1.2.npz,W_001,val,70,aug_5_mirror_None&time_warp_1.2
W_001\1-29-aug_6_jitter_0.015&landmark_drop_0.2.npz,W_001,val,70,aug_6_jitter_0.015&landmark_drop_0.2
W_001\1-29-aug_7_scale_1.2.npz,W_001,val,70,aug_7_scale_1.2
W_001\1-29-aug_8_mirror_None&landmark_drop_0.1.npz,W_001,val,70,aug_8_mirror_None&landmark_drop_0.1
W_001\1-29-aug_9_mirror_None&landmark_drop_0.2.npz,W_001,val,70,aug_9_mirror_None&landmark_drop_0.2
W_001\1-29-original.npz,W_001,val,70,original
W_001\1-3-aug_10_occlusion_0.1.npz,W_001,test,70,aug_10_occlusion_0.1
W_001\1-3-aug_11_time_reverse_None.npz,W_001,test,70,aug_11_time_reverse_None
W_001\1-3-aug_12_time_warp_1.2.npz,W_001,test,70,aug_12_time_warp_1.2
W_001\1-3-aug_13_landmark_drop_0.1&mirror_None.npz,W_001,test,70,aug_13_landmark_drop_0.1&mirror_None
W_001\1-3-aug_14_jitter_0.025&occlusion_0.05.npz,W_001,test,70,aug_14_jitter_0.025&occlusion_0.05
W_001\1-3-aug_1_jitter_0.015&occlusion_0.05.npz,W_001,test,70,aug_1_jitter_0.015&occlusion_0.05
W_001\1-3-aug_2_landmark_drop_0.2&rotate_-5.npz,W_001,test,70,aug_2_landmark_drop_0.2&rotate_-5
W_001\1-3-aug_3_occlusion_0.1.npz,W_001,test,70,aug_3_occlusion_0.1
W_001\1-3-aug_4_time_warp_1.2&scale_0.8.npz,W_001,test,70,aug_4_time_warp_1.2&scale_0.8
W_001\1-3-aug_5_landmark_drop_0.1.npz,W_001,test,70,aug_5_landmark_drop_0.1
W_001\1-3-aug_6_rotate_-5.npz,W_001,test,70,aug_6_rotate_-5
W_001\1-3-aug_7_scale_1.2.npz,W_001,test,70,aug_7_scale_1.2
W_001\1-3-aug_8_scale_1.2.npz,W_001,test,70,aug_8_scale_1.2
W_001\1-3-aug_9_time_warp_1.2.npz,W_001,test,70,aug_9_time_warp_1.2
W_001\1-3-original.npz,W_001,test,70,original
W_001\1-4-aug_10_jitter_0.015&mirror_None.npz,W_001,test,70,aug_10_jitter_0.015&mirror_None
W_001\1-4-aug_11_time_warp_1.2&landmark_drop_0.1.npz,W_001,test,70,aug_11_time_warp_1.2&landmark_drop_0.1
W_001\1-4-aug_12_jitter_0.025.npz,W_001,test,70,aug_12_jitter_0.025
W_001\1-4-aug_13_occlusion_0.05&time_warp_1.2.npz,W_001,test,70,aug_13_occlusion_0.05&time_warp_1.2
W_001\1-4-aug_14_jitter_0.025&scale_1.2.npz,W_001,test,70,aug_14_jitter_0.025&scale_1.2
W_001\1-4-aug_1_occlusion_0.05.npz,W_001,test,70,aug_1_occlusion_0.05
W_001\1-4-aug_2_time_warp_0.8.npz,W_001,test,70,aug_2_time_warp_0.8
W_001\1-4-aug_3_rotate_-5.npz,W_001,test,70,aug_3_rotate_-5
W_001\1-4-aug_4_landmark_drop_0.2&jitter_0.015.npz,W_001,test,70,aug_4_landmark_drop_0.2&jitter_0.015
W_001\1-4-aug_5_rotate_5.npz,W_001,test,70,aug_5_rotate_5
W_001\1-4-aug_6_rotate_5.npz,W_001,test,70,aug_6_rotate_5
W_001\1-4-aug_7_jitter_0.015.npz,W_001,test,70,aug_7_jitter_0.015
W_001\1-4-aug_8_rotate_5&time_warp_0.8.npz,W_001,test,70,aug_8_rotate_5&time_warp_0.8
W_001\1-4-aug_9_occlusion_0.1.npz,W_001,test,70,aug_9_occlusion_0.1
W_001\1-4-original.npz,W_001,test,70,original
W_001\1-5-aug_10_time_warp_1.2.npz,W_001,val,70,aug_10_time_warp_1.2
W_001\1-5-aug_11_jitter_0.015.npz,W_001,val,70,aug_11_jitter_0.015
W_001\1-5-aug_12_jitter_0.015.npz,W_001,val,70,aug_12_jitter_0.015
W_001\1-5-aug_13_landmark_drop_0.2.npz,W_001,val,70,aug_13_landmark_drop_0.2
W_001\1-5-aug_14_time_warp_1.2.npz,W_001,val,70,aug_14_time_warp_1.2
W_001\1-5-aug_1_jitter_0.015.npz,W_001,val,70,aug_1_jitter_0.015
W_001\1-5-aug_2_jitter_0.015&landmark_drop_0.1.npz,W_001,val,70,aug_2_jitter_0.015&landmark_drop_0.1
W_001\1-5-aug_3_landmark_drop_0.2&landmark_drop_0.1.npz,W_001,val,70,aug_3_landmark_drop_0.2&landmark_drop_0.1
W_001\1-5-aug_4_landmark_drop_0.2.npz,W_001,val,70,aug_4_landmark_drop_0.2
W_001\1-5-aug_5_time_warp_0.8&rotate_-5.npz,W_001,val,70,aug_5_time_warp_0.8&rotate_-5
W_001\1-5-aug_6_time_warp_1.2.npz,W_001,val,70,aug_6_time_warp_1.2
W_001\1-5-aug_7_jitter_0.015&jitter_0.025.npz,W_001,val,70,aug_7_jitter_0.015&jitter_0.025
W_001\1-5-aug_8_jitter_0.025&landmark_drop_0.2.npz,W_001,val,70,aug_8_jitter_0.025&landmark_drop_0.2
W_001\1-5-aug_9_scale_0.8&rotate_-5.npz,W_001,val,70,aug_9_scale_0.8&rotate_-5
W_001\1-5-original.npz,W_001,val,70,original
W_001\1-6-aug_10_time_warp_0.8&rotate_-5.npz,W_001,test,70,aug_10_time_warp_0.8&rotate_-5
W_001\1-6-aug_11_jitter_0.025.npz,W_001,test,70,aug_11_jitter_0.025
W_001\1-6-aug_12_time_warp_1.2.npz,W_001,test,70,aug_12_time_warp_1.2
W_001\1-6-aug_13_occlusion_0.1.npz,W_001,test,70,aug_13_occlusion_0.1
W_001\1-6-aug_14_occlusion_0.1&jitter_0.025.npz,W_001,test,70,aug_14_occlusion_0.1&jitter_0.025
W_001\1-6-aug_1_occlusion_0.1.npz,W_001,test,70,aug_1_occlusion_0.1
W_001\1-6-aug_2_time_warp_0.8&jitter_0.015.npz,W_001,test,70,aug_2_time_warp_0.8&jitter_0.015
W_001\1-6-aug_3_time_warp_0.8.npz,W_001,test,70,aug_3_time_warp_0.8
W_001\1-6-aug_4_time_warp_0.8.npz,W_001,test,70,aug_4_time_warp_0.8
W_001\1-6-aug_5_jitter_0.015&landmark_drop_0.2.npz,W_001,test,70,aug_5_jitter_0.015&landmark_drop_0.2
W_001\1-6-aug_6_landmark_drop_0.2.npz,W_001,test,70,aug_6_landmark_drop_0.2
W_001\1-6-aug_7_landmark_drop_0.1&jitter_0.025.npz,W_001,test,70,aug_7_landmark_drop_0.1&jitter_0.025
W_001\1-6-aug_8_jitter_0.025.npz,W_001,test,70,aug_8_jitter_0.025
W_001\1-6-aug_9_rotate_-5&time_reverse_None.npz,W_001,test,70,aug_9_rotate_-5&time_reverse_None
W_001\1-6-original.npz,W_001,test,70,original
W_001\1-7-aug_10_jitter_0.025&rotate_5.npz,W_001,train,70,aug_10_jitter_0.025&rotate_5
W_001\1-7-aug_11_scale_0.8.npz,W_001,train,70,aug_11_scale_0.8
W_001\1-7-aug_12_rotate_-5&landmark_drop_0.1.npz,W_001,train,70,aug_12_rotate_-5&landmark_drop_0.1
W_001\1-7-aug_13_landmark_drop_0.1.npz,W_001,train,70,aug_13_landmark_drop_0.1
W_001\1-7-aug_14_time_reverse_None&occlusion_0.1.npz,W_001,train,70,aug_14_time_reverse_None&occlusion_0.1
W_001\1-7-aug_1_occlusion_0.05&landmark_drop_0.2.npz,W_001,train,70,aug_1_occlusion_0.05&landmark_drop_0.2
W_001\1-7-aug_2_time_reverse_None&rotate_5.npz,W_001,train,70,aug_2_time_reverse_None&rotate_5
W_001\1-7-aug_3_occlusion_0.05&occlusion_0.1.npz,W_001,train,70,aug_3_occlusion_0.05&occlusion_0.1
W_001\1-7-aug_4_jitter_0.025&jitter_0.015.npz,W_001,train,70,aug_4_jitter_0.025&jitter_0.015
W_001\1-7-aug_5_occlusion_0.1&rotate_5.npz,W_001,train,70,aug_5_occlusion_0.1&rotate_5
W_001\1-7-aug_6_occlusion_0.1&landmark_drop_0.2.npz,W_001,train,70,aug_6_occlusion_0.1&landmark_drop_0.2
W_001\1-7-aug_7_rotate_5.npz,W_001,train,70,aug_7_rotate_5
W_001\1-7-aug_8_landmark_drop_0.1&jitter_0.015.npz,W_001,train,70,aug_8_landmark_drop_0.1&jitter_0.015
W_001\1-7-aug_9_rotate_5.npz,W_001,train,70,aug_9_rotate_5
W_001\1-7-original.npz,W_001,train,70,original
W_001\1-8-aug_10_mirror_None.npz,W_001,train,70,aug_10_mirror_None
W_001\1-8-aug_11_rotate_-5&scale_0.8.npz,W_001,train,70,aug_11_rotate_-5&scale_0.8
W_001\1-8-aug_12_occlusion_0.05&mirror_None.npz,W_001,train,70,aug_12_occlusion_0.05&mirror_None
W_001\1-8-aug_13_scale_1.2&time_reverse_None.npz,W_001,train,70,aug_13_scale_1.2&time_reverse_None
W_001\1-8-aug_14_rotate_-5.npz,W_001,train,70,aug_14_rotate_-5
W_001\1-8-aug_1_scale_1.2.npz,W_001,train,70,aug_1_scale_1.2
W_001\1-8-aug_2_rotate_-5.npz,W_001,train,70,aug_2_rotate_-5
W_001\1-8-aug_3_landmark_drop_0.1&occlusion_0.1.npz,W_001,train,70,aug_3_landmark_drop_0.1&occlusion_0.1
W_001\1-8-aug_4_jitter_0.015.npz,W_001,train,70,aug_4_jitter_0.015
W_001\1-8-aug_5_rotate_-5.npz,W_001,train,70,aug_5_rotate_-5
W_001\1-8-aug_6_landmark_drop_0.2&scale_1.2.npz,W_001,train,70,aug_6_landmark_drop_0.2&scale_1.2
W_001\1-8-aug_7_rotate_-5&time_reverse_None.npz,W_001,train,70,aug_7_rotate_-5&time_reverse_None
W_001\1-8-aug_8_occlusion_0.1.npz,W_001,train,70,aug_8_occlusion_0.1
W_001\1-8-aug_9_rotate_5.npz,W_001,train,70,aug_9_rotate_5
W_001\1-8-original.npz,W_001,train,70,original
W_001\1-9-aug_10_jitter_0.015&scale_0.8.npz,W_001,test,70,aug_10_jitter_0.015&scale_0.8
W_001\1-9-aug_11_landmark_drop_0.1.npz,W_001,test,70,aug_11_landmark_drop_0.1
W_001\1-9-aug_12_occlusion_0.1.npz,W_001,test,70,aug_12_occlusion_0.1
W_001\1-9-aug_13_scale_0.8&jitter_0.015.npz,W_001,test,70,aug_13_scale_0.8&jitter_0.015
W_001\1-9-aug_14_time_warp_0.8.npz,W_001,test,70,aug_14_time_warp_0.8
W_001\1-9-aug_1_mirror_None&time_reverse_None.npz,W_001,test,70,aug_1_mirror_None&time_reverse_None
W_001\1-9-aug_2_rotate_5&occlusion_0.05.npz,W_001,test,70,aug_2_rotate_5&occlusion_0.05
W_001\1-9-aug_3_rotate_-5&scale_0.8.npz,W_001,test,70,aug_3_rotate_-5&scale_0.8
W_001\1-9-aug_4_scale_0.8.npz,W_001,test,70,aug_4_scale_0.8
W_001\1-9-aug_5_jitter_0.025&time_warp_1.2.npz,W_001,test,70,aug_5_jitter_0.025&time_warp_1.2
W_001\1-9-aug_6_mirror_None&landmark_drop_0.2.npz,W_001,test,70,aug_6_mirror_None&landmark_drop_0.2
W_001\1-9-aug_7_occlusion_0.05.npz,W_001,test,70,aug_7_occlusion_0.05
W_001\1-9-aug_8_scale_0.8.npz,W_001,test,70,aug_8_scale_0.8
W_001\1-9-aug_9_time_reverse_None.npz,W_001,test,70,aug_9_time_reverse_None
W_001\1-9-original.npz,W_001,test,70,original
W_002\2-1-aug_10_scale_0.8&scale_1.2.npz,W_002,train,70,aug_10_scale_0.8&scale_1.2
W_002\2-1-aug_11_scale_1.2&rotate_-5.npz,W_002,train,70,aug_11_scale_1.2&rotate_-5
W_002\2-1-aug_12_landmark_drop_0.2.npz,W_002,train,70,aug_12_landmark_drop_0.2
W_002\2-1-aug_13_jitter_0.025.npz,W_002,train,70,aug_13_jitter_0.025
W_002\2-1-aug_14_scale_0.8&occlusion_0.1.npz,W_002,train,70,aug_14_scale_0.8&occlusion_0.1
W_002\2-1-aug_1_scale_0.8.npz,W_002,train,70,aug_1_scale_0.8
W_002\2-1-aug_2_time_warp_1.2&occlusion_0.1.npz,W_002,train,70,aug_2_time_warp_1.2&occlusion_0.1
W_002\2-1-aug_3_scale_0.8.npz,W_002,train,70,aug_3_scale_0.8
W_002\2-1-aug_4_time_warp_1.2.npz,W_002,train,70,aug_4_time_warp_1.2
W_002\2-1-aug_5_jitter_0.015.npz,W_002,train,70,aug_5_jitter_0.015
W_002\2-1-aug_6_time_warp_1.2.npz,W_002,train,70,aug_6_time_warp_1.2
W_002\2-1-aug_7_occlusion_0.1.npz,W_002,train,70,aug_7_occlusion_0.1
W_002\2-1-aug_8_jitter_0.025&time_warp_0.8.npz,W_002,train,70,aug_8_jitter_0.025&time_warp_0.8
W_002\2-1-aug_9_time_warp_0.8&landmark_drop_0.1.npz,W_002,train,70,aug_9_time_warp_0.8&landmark_drop_0.1
W_002\2-1-original.npz,W_002,train,70,original
W_002\2-10-aug_10_landmark_drop_0.2&rotate_5.npz,W_002,val,70,aug_10_landmark_drop_0.2&rotate_5
W_002\2-10-aug_11_landmark_drop_0.2.npz,W_002,val,70,aug_11_landmark_drop_0.2
W_002\2-10-aug_12_jitter_0.025.npz,W_002,val,70,aug_12_jitter_0.025
W_002\2-10-aug_13_landmark_drop_0.1.npz,W_002,val,70,aug_13_landmark_drop_0.1
W_002\2-10-aug_14_jitter_0.025&rotate_-5.npz,W_002,val,70,aug_14_jitter_0.025&rotate_-5
W_002\2-10-aug_1_landmark_drop_0.2.npz,W_002,val,70,aug_1_landmark_drop_0.2
W_002\2-10-aug_2_occlusion_0.05&jitter_0.015.npz,W_002,val,70,aug_2_occlusion_0.05&jitter_0.015
W_002\2-10-aug_3_landmark_drop_0.1&jitter_0.025.npz,W_002,val,70,aug_3_landmark_drop_0.1&jitter_0.025
W_002\2-10-aug_4_time_warp_0.8&rotate_-5.npz,W_002,val,70,aug_4_time_warp_0.8&rotate_-5
W_002\2-10-aug_5_time_warp_0.8&time_warp_1.2.npz,W_002,val,70,aug_5_time_warp_0.8&time_warp_1.2
W_002\2-10-aug_6_occlusion_0.1.npz,W_002,val,70,aug_6_occlusion_0.1
W_002\2-10-aug_7_mirror_None.npz,W_002,val,70,aug_7_mirror_None
W_002\2-10-aug_8_scale_0.8.npz,W_002,val,70,aug_8_scale_0.8
W_002\2-10-aug_9_rotate_-5.npz,W_002,val,70,aug_9_rotate_-5
W_002\2-10-original.npz,W_002,val,70,original
W_002\2-11-aug_10_rotate_-5&landmark_drop_0.2.npz,W_002,test,70,aug_10_rotate_-5&landmark_drop_0.2
W_002\2-11-aug_11_landmark_drop_0.1.npz,W_002,test,70,aug_11_landmark_drop_0.1
W_002\2-11-aug_12_scale_0.8.npz,W_002,test,70,aug_12_scale_0.8
W_002\2-11-aug_13_time_warp_1.2.npz,W_002,test,70,aug_13_time_warp_1.2
W_002\2-11-aug_14_landmark_drop_0.1.npz,W_002,test,70,aug_14_landmark_drop_0.1
W_002\2-11-aug_1_mirror_None.npz,W_002,test,70,aug_1_mirror_None
W_002\2-11-aug_2_scale_0.8&occlusion_0.1.npz,W_002,test,70,aug_2_scale_0.8&occlusion_0.1
W_002\2-11-aug_3_rotate_-5.npz,W_002,test,70,aug_3_rotate_-5
W_002\2-11-aug_4_mirror_None.npz,W_002,test,70,aug_4_mirror_None
W_002\2-11-aug_5_rotate_-5.npz,W_002,test,70,aug_5_rotate_-5
W_002\2-11-aug_6_rotate_5.npz,W_002,test,70,aug_6_rotate_5
W_002\2-11-aug_7_rotate_5&mirror_None.npz,W_002,test,70,aug_7_rotate_5&mirror_None
W_002\2-11-aug_8_jitter_0.015.npz,W_002,test,70,aug_8_jitter_0.015
W_002\2-11-aug_9_time_warp_1.2.npz,W_002,test,70,aug_9_time_warp_1.2
W_002\2-11-original.npz,W_002,test,70,original
W_002\2-12-aug_10_rotate_5.npz,W_002,train,70,aug_10_rotate_5
W_002\2-12-aug_11_rotate_-5&mirror_None.npz,W_002,train,70,aug_11_rotate_-5&mirror_None
W_002\2-12-aug_12_landmark_drop_0.1.npz,W_002,train,70,aug_12_landmark_drop_0.1
W_002\2-12-aug_13_occlusion_0.1&rotate_-5.npz,W_002,train,70,aug_13_occlusion_0.1&rotate_-5
W_002\2-12-aug_14_landmark_drop_0.1.npz,W_002,train,70,aug_14_landmark_drop_0.1
W_002\2-12-aug_1_time_warp_1.2&scale_1.2.npz,W_002,train,70,aug_1_time_warp_1.2&scale_1.2
W_002\2-12-aug_2_rotate_-5&jitter_0.015.npz,W_002,train,70,aug_2_rotate_-5&jitter_0.015
W_002\2-12-aug_3_time_warp_1.2&mirror_None.npz,W_002,train,70,aug_3_time_warp_1.2&mirror_None
W_002\2-12-aug_4_jitter_0.015&time_reverse_None.npz,W_002,train,70,aug_4_jitter_0.015&time_reverse_None
W_002\2-12-aug_5_scale_0.8.npz,W_002,train,70,aug_5_scale_0.8
W_002\2-12-aug_6_jitter_0.015.npz,W_002,train,70,aug_6_jitter_0.015
W_002\2-12-aug_7_jitter_0.025&landmark_drop_0.2.npz,W_002,train,70,aug_7_jitter_0.025&landmark_drop_0.2
W_002\2-12-aug_8_scale_1.2&landmark_drop_0.2.npz,W_002,train,70,aug_8_scale_1.2&landmark_drop_0.2
W_002\2-12-aug_9_landmark_drop_0.1&scale_1.2.npz,W_002,train,70,aug_9_landmark_drop_0.1&scale_1.2
W_002\2-12-original.npz,W_002,train,70,original
W_002\2-13-aug_10_mirror_None&jitter_0.025.npz,W_002,train,70,aug_10_mirror_None&jitter_0.025
W_002\2-13-aug_11_rotate_-5&jitter_0.015.npz,W_002,train,70,aug_11_rotate_-5&jitter_0.015
W_002\2-13-aug_12_time_warp_0.8.npz,W_002,train,70,aug_12_time_warp_0.8
W_002\2-13-aug_13_jitter_0.025&rotate_-5.npz,W_002,train,70,aug_13_jitter_0.025&rotate_-5
W_002\2-13-aug_14_rotate_-5&time_reverse_None.npz,W_002,train,70,aug_14_rotate_-5&time_reverse_None
W_002\2-13-aug_1_scale_0.8&jitter_0.015.npz,W_002,train,70,aug_1_scale_0.8&jitter_0.015
W_002\2-13-aug_2_occlusion_0.1&scale_0.8.npz,W_002,train,70,aug_2_occlusion_0.1&scale_0.8
W_002\2-13-aug_3_scale_0.8.npz,W_002,train,70,aug_3_scale_0.8
W_002\2-13-aug_4_rotate_-5.npz,W_002,train,70,aug_4_rotate_-5
W_002\2-13-aug_5_landmark_drop_0.1.npz,W_002,train,70,aug_5_landmark_drop_0.1
W_002\2-13-aug_6_rotate_5.npz,W_002,train,70,aug_6_rotate_5
W_002\2-13-aug_7_occlusion_0.1.npz,W_002,train,70,aug_7_occlusion_0.1
W_002\2-13-aug_8_time_reverse_None.npz,W_002,train,70,aug_8_time_reverse_None
W_002\2-13-aug_9_mirror_None&scale_0.8.npz,W_002,train,70,aug_9_mirror_None&scale_0.8
W_002\2-13-original.npz,W_002,train,70,original
W_002\2-14-aug_10_mirror_None&rotate_-5.npz,W_002,val,70,aug_10_mirror_None&rotate_-5
W_002\2-14-aug_11_time_warp_0.8&mirror_None.npz,W_002,val,70,aug_11_time_warp_0.8&mirror_None
W_002\2-14-aug_12_rotate_5.npz,W_002,val,70,aug_12_rotate_5
W_002\2-14-aug_13_occlusion_0.1&jitter_0.015.npz,W_002,val,70,aug_13_occlusion_0.1&jitter_0.015
W_002\2-14-aug_14_scale_0.8.npz,W_002,val,70,aug_14_scale_0.8
W_002\2-14-aug_1_landmark_drop_0.1.npz,W_002,val,70,aug_1_landmark_drop_0.1
W_002\2-14-aug_2_scale_1.2.npz,W_002,val,70,aug_2_scale_1.2
W_002\2-14-aug_3_scale_1.2.npz,W_002,val,70,aug_3_scale_1.2
W_002\2-14-aug_4_landmark_drop_0.1.npz,W_002,val,70,aug_4_landmark_drop_0.1
W_002\2-14-aug_5_time_warp_1.2&time_warp_0.8.npz,W_002,val,70,aug_5_time_warp_1.2&time_warp_0.8
W_002\2-14-aug_6_rotate_5&rotate_-5.npz,W_002,val,70,aug_6_rotate_5&rotate_-5
W_002\2-14-aug_7_scale_0.8&jitter_0.015.npz,W_002,val,70,aug_7_scale_0.8&jitter_0.015
